---,NPC_ID,Conversation_ID,Line_ID,SubLine_ID,TargetLine_ID,Camera_ID,Monologue
16,2,0,16,0,0,0,"żeby cokolwiek zmieniło się na lepsze zawsze trzeba długo czekać, zamknąć bramę umieją szybko a potem przez biurokracje na otwarcie jej można czekać i rok."
17,2,0,17,0,0,1,I…?
18,2,0,18,0,0,0,Nie mam pojęcia! Najlepiej jak porozmawiasz ze starostą tutejszej wioski Na… Natorów… Natworów… Nawrotów!
19,2,0,19,0,0,0,Tak! Tak się nazywała jak mnie pamięć nie myli. On będzie pewnie wiedział co teraz w trawie piszczy.
20,2,0,20,0,0,1,"Rozumiem, pogadam z nim."
21,2,0,21,0,0,0,"Poczekaj, zanim pójdziesz, zabierz ze sobą tę paczkę, którą dał mi w porcie tutejszy przewoźnik, jest dla niejakiego Maćka, nie wiem czy go spotkałaś."
22,2,0,22,0,0,0,"Młody smutny chłopak, może rozweseli się gdy dostanie paczkę."
23,2,0,23,0,0,0,"Powinien się gdzieś błąkać po wiosce, może nawet w niej mieszka."
24,2,0,24,0,0,1,"Kojarzę go, przekaże mu ją, gdy go spotkam."
25,2,0,25,0,0,0,"Dziękuję, muszę zająć się moją karczmą. Jeśli masz jeszcze jakieś pytania nie krępuj się."
26,2,0,26,0,0,0,
27,2,0,26,1,27,0,Opowiedz mi coś o tej krainie.
28,2,0,26,2,33,0,Jak się dostać do wioski?
29,2,0,26,3,36,0,Opowiedz mi o wiosce.
30,2,0,26,4,38,0,Co powinnam wiedzieć o Sołtysie?
31,2,0,26,5,43,0,Potrzebuję pieniędzy.
32,2,0,26,6,47,0,"To wszystko, dziękuję za pomoc."
33,2,0,27,0,0,0,"Nazywa się Rines, jest to piękna kraina, choć nie mnie oceniać, bo za jej granice się nie zapuszczałem..."
34,2,0,28,0,0,0,"Oprócz dużego lasu i wioski możesz zwiedzić starą kopalnię, piękne jezioro, w którym ryb jest niemało "
35,2,0,29,0,0,0,"i nie mówię tu o jakiś rybach, które można trzymać w dzbanku, a o wielkich okazach, które mógłby zagościć na nie jednej uczcie wielkich magów."
36,2,0,30,0,0,0,"Na zachodzie  znajduje się stara kopalnia soli, ale od wielu lat jest zamknięta."
37,2,0,31,0,0,0,"Na wschodzie od wioski znajduje się cmentarz z wielką kryptą, ale nie radzę się tam zapuszczać, ponoć jest nawiedzona."
38,2,0,32,0,25,0,"No i jest jeszcze zamek, duże miasto, byłem tam kilka razy, ale nie będę dużo opowiadać, może samej uda ci się je zwiedzić."
39,2,0,33,0,0,0,"Udaj się tą ścieżką, zejdziesz nią do doliny aż dojesz do mostu."
40,2,0,34,0,0,0,"W trakcie schodzenia będziesz miała widok na całą dolinę, jeśli nie masz problemów ze wzrokiem to już powinnaś dostrzec wioskę."
41,2,0,35,0,25,0,Następnie prostą drogą przez las dojesz do wioski.
42,2,0,36,0,0,0,"Wioska jak wioska, wszędzie pełno ludzi, każdy coś gada, pchają się i przepychają, jakby nie mogli chwilę poczekać, a niby na wsi życie płynie spokojniej…"
43,2,0,37,0,25,0,"Nie licząc Starosty nie ma wiele osób z którymi warto by było rozmawiać, ale jak tam dotrzesz, to sama ocenisz."
44,2,0,38,0,0,0,"Rzadko gościł w mojej karczmie, nawet gdy była ona jeszcze tutaj. Ale nawet jak przychodził to siadał sam przy oknie i pijąc pogrążał się w zadumie."
45,2,0,39,0,0,0,"Próbowałem go kilka razy zagadać, ale nie był zbytnio rozmowny."
46,2,0,40,0,0,0,"Jak z nim będziesz rozmawiała to mów prosto z mostu, z tego co słyszałem nie lubi jak ktoś owija w bawełnę."
47,2,0,41,0,0,1,Rozumiem.
48,2,0,42,0,25,0,W sumie bez problemu się dogadacie...
49,2,0,43,0,0,0,"Nie mam przy sobie zbyt dużo monet, ale za karczmą leży moja stara skrzynia."
50,2,0,44,0,0,0,"Jest zapieczętowana specjalną magią, aby ją otworzyć potrzebna jest prawidłowa kombinacja specjalnych znaków."
51,2,0,45,0,0,0,Jest prosta zaczynasz od górnego znaku a potem już ruchem okrężnym zgodnie z ruchem wskazówek zegara.
52,2,0,46,0,25,0,Znajdziesz tam parę monet i kilka może przydatnych przedmiotów.
53,2,0,47,0,-1,0,Uważaj na siebie.
54,2,0,48,0,26,0,Witam
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
105,,,,,,,
106,,,,,,,
107,,,,,,,
108,,,,,,,
109,,,,,,,
110,,,,,,,
111,,,,,,,
112,,,,,,,
113,,,,,,,
114,,,,,,,
115,,,,,,,
116,,,,,,,
117,,,,,,,
118,,,,,,,
119,,,,,,,
120,,,,,,,
121,,,,,,,
122,,,,,,,
123,,,,,,,
124,,,,,,,
125,,,,,,,
126,,,,,,,
127,,,,,,,
128,,,,,,,
129,,,,,,,
130,,,,,,,
131,,,,,,,
132,,,,,,,
133,,,,,,,
134,,,,,,,
135,,,,,,,
136,,,,,,,
137,,,,,,,
138,,,,,,,
139,,,,,,,
140,,,,,,,
141,,,,,,,
142,,,,,,,
143,,,,,,,
144,,,,,,,
145,,,,,,,
146,,,,,,,
147,,,,,,,
148,,,,,,,
149,,,,,,,
150,,,,,,,
151,,,,,,,
152,,,,,,,
153,,,,,,,
154,,,,,,,
155,,,,,,,
156,,,,,,,
157,,,,,,,
158,,,,,,,
159,,,,,,,
160,,,,,,,
161,,,,,,,
162,,,,,,,
163,,,,,,,
164,,,,,,,
165,,,,,,,
166,,,,,,,
167,,,,,,,
168,,,,,,,
169,,,,,,,
170,,,,,,,
171,,,,,,,
172,,,,,,,
173,,,,,,,
174,,,,,,,
175,,,,,,,
176,,,,,,,
177,,,,,,,
178,,,,,,,
179,,,,,,,
180,,,,,,,
181,,,,,,,
182,,,,,,,
183,,,,,,,
184,,,,,,,
185,,,,,,,
186,,,,,,,
187,,,,,,,
188,,,,,,,
189,,,,,,,
190,,,,,,,
191,,,,,,,
192,,,,,,,
193,,,,,,,
194,,,,,,,
195,,,,,,,
196,,,,,,,
197,,,,,,,
198,,,,,,,
199,,,,,,,
200,,,,,,,
201,,,,,,,
202,,,,,,,
203,,,,,,,
204,,,,,,,
205,,,,,,,
206,,,,,,,
207,,,,,,,
208,,,,,,,
209,,,,,,,
210,,,,,,,
211,,,,,,,
212,,,,,,,
213,,,,,,,
214,,,,,,,
215,,,,,,,
216,,,,,,,
217,,,,,,,
218,,,,,,,
219,,,,,,,
220,,,,,,,
221,,,,,,,
222,,,,,,,
223,,,,,,,
224,,,,,,,
225,,,,,,,
226,,,,,,,
227,,,,,,,
228,,,,,,,
229,,,,,,,
230,,,,,,,
231,,,,,,,
232,,,,,,,
233,,,,,,,
234,,,,,,,
235,,,,,,,
236,,,,,,,
237,,,,,,,
238,,,,,,,
239,,,,,,,
240,,,,,,,
241,,,,,,,
242,,,,,,,
243,,,,,,,
244,,,,,,,
245,,,,,,,
246,,,,,,,
247,,,,,,,
248,,,,,,,
249,,,,,,,
250,,,,,,,
251,,,,,,,
252,,,,,,,
253,,,,,,,
254,,,,,,,
255,,,,,,,
256,,,,,,,
257,,,,,,,
258,,,,,,,
259,,,,,,,
260,,,,,,,
261,,,,,,,
262,,,,,,,
263,,,,,,,
264,,,,,,,
265,,,,,,,
266,,,,,,,
267,,,,,,,
268,,,,,,,
269,,,,,,,
270,,,,,,,
271,,,,,,,
272,,,,,,,
273,,,,,,,
274,,,,,,,
275,,,,,,,
276,,,,,,,
277,,,,,,,
278,,,,,,,
279,,,,,,,
280,,,,,,,
281,,,,,,,
282,,,,,,,
283,,,,,,,
284,,,,,,,
285,,,,,,,
286,,,,,,,
287,,,,,,,
288,,,,,,,
289,,,,,,,
290,,,,,,,
291,,,,,,,
292,,,,,,,
293,,,,,,,
294,,,,,,,
295,,,,,,,
296,,,,,,,
297,,,,,,,
298,,,,,,,
299,,,,,,,
300,,,,,,,
301,,,,,,,
302,,,,,,,
303,,,,,,,
304,,,,,,,
305,,,,,,,
306,,,,,,,
307,,,,,,,
308,,,,,,,
309,,,,,,,
310,,,,,,,
311,,,,,,,
312,,,,,,,
313,,,,,,,
314,,,,,,,
315,,,,,,,
316,,,,,,,
317,,,,,,,
318,,,,,,,
319,,,,,,,
320,,,,,,,
321,,,,,,,
322,,,,,,,
323,,,,,,,
324,,,,,,,
325,,,,,,,
326,,,,,,,
327,,,,,,,
328,,,,,,,
329,,,,,,,
330,,,,,,,
331,,,,,,,
332,,,,,,,
333,,,,,,,
334,,,,,,,
335,,,,,,,
336,,,,,,,
337,,,,,,,
338,,,,,,,
339,,,,,,,
340,,,,,,,
341,,,,,,,
342,,,,,,,
343,,,,,,,
344,,,,,,,
345,,,,,,,
346,,,,,,,
347,,,,,,,
348,,,,,,,
349,,,,,,,
350,,,,,,,
351,,,,,,,
352,,,,,,,
353,,,,,,,
354,,,,,,,
355,,,,,,,
356,,,,,,,
357,,,,,,,
358,,,,,,,
359,,,,,,,
360,,,,,,,
361,,,,,,,
362,,,,,,,
363,,,,,,,
364,,,,,,,
365,,,,,,,
366,,,,,,,
367,,,,,,,
368,,,,,,,
369,,,,,,,
370,,,,,,,
371,,,,,,,
372,,,,,,,
373,,,,,,,
374,,,,,,,
375,,,,,,,
376,,,,,,,
377,,,,,,,
378,,,,,,,
379,,,,,,,
380,,,,,,,
381,,,,,,,
382,,,,,,,
